Résumé des époques
Époque : 1 / Perte totale moyenne : 0.713313 / Perte de reconstruction moyenne : 0.692859 / Perte KL moyenne : 0.020454
Époque : 2 / Perte totale moyenne : 0.696832 / Perte de reconstruction moyenne : 0.692340 / Perte KL moyenne : 0.004492
Époque : 3 / Perte totale moyenne : 0.694688 / Perte de reconstruction moyenne : 0.691822 / Perte KL moyenne : 0.002866
Époque : 4 / Perte totale moyenne : 0.693290 / Perte de reconstruction moyenne : 0.691357 / Perte KL moyenne : 0.001933
Époque : 5 / Perte totale moyenne : 0.692198 / Perte de reconstruction moyenne : 0.690880 / Perte KL moyenne : 0.001319
Époque : 6 / Perte totale moyenne : 0.691380 / Perte de reconstruction moyenne : 0.690457 / Perte KL moyenne : 0.000923
Époque : 7 / Perte totale moyenne : 0.690707 / Perte de reconstruction moyenne : 0.690041 / Perte KL moyenne : 0.000666
Époque : 8 / Perte totale moyenne : 0.690139 / Perte de reconstruction moyenne : 0.689641 / Perte KL moyenne : 0.000498
Époque : 9 / Perte totale moyenne : 0.689663 / Perte de reconstruction moyenne : 0.689279 / Perte KL moyenne : 0.000385
Époque : 10 / Perte totale moyenne : 0.689151 / Perte de reconstruction moyenne : 0.688847 / Perte KL moyenne : 0.000304
Époque : 11 / Perte totale moyenne : 0.688778 / Perte de reconstruction moyenne : 0.688531 / Perte KL moyenne : 0.000248
Époque : 12 / Perte totale moyenne : 0.688415 / Perte de reconstruction moyenne : 0.688209 / Perte KL moyenne : 0.000206
Époque : 13 / Perte totale moyenne : 0.688051 / Perte de reconstruction moyenne : 0.687877 / Perte KL moyenne : 0.000174
Époque : 14 / Perte totale moyenne : 0.687779 / Perte de reconstruction moyenne : 0.687629 / Perte KL moyenne : 0.000150
Époque : 15 / Perte totale moyenne : 0.687452 / Perte de reconstruction moyenne : 0.687322 / Perte KL moyenne : 0.000130
Époque : 16 / Perte totale moyenne : 0.687073 / Perte de reconstruction moyenne : 0.686959 / Perte KL moyenne : 0.000114
Époque : 17 / Perte totale moyenne : 0.686878 / Perte de reconstruction moyenne : 0.686777 / Perte KL moyenne : 0.000101
Époque : 18 / Perte totale moyenne : 0.686557 / Perte de reconstruction moyenne : 0.686467 / Perte KL moyenne : 0.000090
Époque : 19 / Perte totale moyenne : 0.686365 / Perte de reconstruction moyenne : 0.686284 / Perte KL moyenne : 0.000082
Époque : 20 / Perte totale moyenne : 0.686155 / Perte de reconstruction moyenne : 0.686081 / Perte KL moyenne : 0.000074
Époque : 21 / Perte totale moyenne : 0.685898 / Perte de reconstruction moyenne : 0.685830 / Perte KL moyenne : 0.000068
Époque : 22 / Perte totale moyenne : 0.685711 / Perte de reconstruction moyenne : 0.685648 / Perte KL moyenne : 0.000062
Époque : 23 / Perte totale moyenne : 0.685614 / Perte de reconstruction moyenne : 0.685560 / Perte KL moyenne : 0.000054
Époque : 24 / Perte totale moyenne : 0.685684 / Perte de reconstruction moyenne : 0.685641 / Perte KL moyenne : 0.000043
Époque : 25 / Perte totale moyenne : 0.685443 / Perte de reconstruction moyenne : 0.685404 / Perte KL moyenne : 0.000040
Époque : 26 / Perte totale moyenne : 0.685413 / Perte de reconstruction moyenne : 0.685376 / Perte KL moyenne : 0.000038
Époque : 27 / Perte totale moyenne : 0.685280 / Perte de reconstruction moyenne : 0.685244 / Perte KL moyenne : 0.000035
Époque : 28 / Perte totale moyenne : 0.685044 / Perte de reconstruction moyenne : 0.685011 / Perte KL moyenne : 0.000033
Époque : 29 / Perte totale moyenne : 0.684921 / Perte de reconstruction moyenne : 0.684890 / Perte KL moyenne : 0.000031
Époque : 30 / Perte totale moyenne : 0.684936 / Perte de reconstruction moyenne : 0.684906 / Perte KL moyenne : 0.000030
